IMO Number;Type of Vessel;Gross Tonnage;Year of Built;Flag;Port of Registry;INTLREG Class ID;Owner;Representatives;Call Sign;Classification;Areas in which ship is certified;Ship Builders;Place of Built;Hull Material;Net Tonnage;Deadweight;Length (m);Depth (m);Draft (m);Passengers No.;Engine Type/ No of Engines;Number of Shaft
9129471;Container Ship;3999;JAN 1996;Panama;Panama;13ICC066;Basel Shipmanagement Ltd;13ICC066;3FTD9;NK;;Pella Sietas Gmbh ;Hamburg , Germany;;2176;5207.000;101.110;8.250;6.550;0;4 stroke  /  1;0
9005388;General Cargo Ship;4081;DEC 1993;St Kitts & Nevis;Basseterre;23SDG003;NABIHA STAR SHIPPING LTD;23SDG003;V4HS5;RINA;A1+A2;Brodogradiliste Kraljevica dd - Kraljevica;Croatia;Steel;2196;5697.000;104.400;8.000;6.630;0;  /  0;1
1037866;General Cargo Ship;1989;SEP 2005;Palau;Malakal Harbor;23UDG013;DISCOVERY ENTERPRISES LIMITED;23UDG013;T8A4527;None Or Unclassed;A1+A2;Taizhou Jiaojiang Laoshuyu Shipyard;P.R. China ;Steel;1113;2500.000;88.000;6.200;5.000;0;  /  0;0
8628834;Crew Utility/Supply Vessel;118.32;JAN 1982;Ecuador;Port of Guayaquil;11NEB037;Navefar S.A.;11NEB037;HC5187;IS;A1;Astillero Progressive Shipbuilders;USA;Aluminium Alloy;35.5;0.000;33.500;2.970;1.660;0;2 stroke  /  4;4
9332212;Bulk Carrier;41115;AUG 2007;Panama;Panama;19IBB430;Sea Trade Marine S.A;19IBB430;3FCM6;DNV GL;A1+A2+A3;Jiangnan Shipyard (Group) Company Limited;China;Steel;25484;60551.000;217.000;19.600;14.200;0;  /  0;0
8113592;General Cargo Ship;2752;APR 1983;Palau;Malakal Harbor;21ODG001;Natalia Marine Co Ltd;21ODG001;T8A3658;BKR;A1+A2;Bodewes Sheepwerven BV;Netherlands;Steel;1703;4792.000;74.980;8.920;7.310;0;4 stroke  /  1;1
8806826;Chemical/Oil Products Tanker;7421;JAN 1998;Panama;Panama;00ITN006;Sakr Shipping Inc;00ITN006;3ETW5;DNV;A1+A2+A3;LINDENAU GMBH SCHIFFSWERFT & MASCHINENFABRIK;GERMANY;;4069;12326.000;136.160;10.650;;0;  /  0;0
9526045;Tug;370;FEB 2009;Palau;Malakal Harbor;23SYY002;Safeen Marine 13 Limited;23SYY002;T8A3958;Others;A1+A2;;;;111;0.000;33.200;4.300;3.500;0;  /  0;2
7903029;Livestock Carrier;6398;JAN 1979;Panama;Panama;11NOM065;ALBERT COMPANIA NAVIERA S.A;11NOM065;3FNF3;IS;A1+A2+A3;IMABARI SHIPBUILDING CO. LTD., 381;JAPAN;Steel;3558;3240.400;105.540;9.830;6.390;0;2 stroke  /  1;1
9057094;General Cargo Ship;1570;APR 1992;St Kitts & Nevis;Basseterre;21IDG007;Nan Lian Ship Management LLC;21IDG007;V4KN4;KR;A1+A2;Kwangyang Shipbuilding & Engineering Co Ltd;SOUTH KOREA;Steel;822;3507.000;77.000;6.400;5.210;0;4 stroke  /  1;1
8412390;General Cargo Ship;2882;NOV 1984;Palau;Malakal Harbor;20UDG003;Balkes Group Ltd.;20UDG003;T8A3543;IS;A1+A2;Elsflether Werft AG Elsflleth;Germany;Steel;1581;4413.000;99.800;6.950;5.420;0;  /  0;1
8332033;Tug;199;JAN 1959;Ecuador;;18NWT017;Imi Del Ecuador S.A;18NWT017;HC4785;IS;;Gunderson Marine Llc;Portland, OR, USA;Steel;63;;;0.000;3.600;2;4 stroke  /  1;0
9166962;Oil Tanker;5357;JAN 1998;Palau;Malakal Harbor;13NTY067;PIONEER INT`L CO., LTD.;13NTY067;T8A2599;IS;A1+A2+A3;USUKI SHIPYARD CO LTD;JAPAN;Steel;2589;8695.000;112.000;10.000;7.510;0;4 stroke  /  1;1
9128075;Bulk Carrier;14746;JAN 1996;Palau;Malakal Harbor;12IBB032;Neptune Oceanway Co. Ltd.;12IBB032;T8A3738;NK;A1+A2+A3;Saiki Heavy Industries Co Ltd ;Saiki, Oita, Japan;Steel;7920;23522.000;154.500;13.350;9.520;0;2 stroke  /  1;0
9140528;Bulk Carrier;17977;SEP 1996;Palau;Malakal Harbor;23IBA007;NEW ASOURA MARITIME COMPANY LTD;23IBA007;T8A4212;NK;A1+A2+A3;;;;9871;28630.000;172.000;13.600;9.570;0;  /  0;1
9074030;General Cargo Ship;8145;MAR 1994;Panama;Panama;21IDG004;STARRYWAY COMPANY LIMITED;21IDG004;3FAS6;NK;A1+A2+A3;MITSUBISHI HEAVY INDUSTRIES,LTD;SHIMONOSEKI,JAPAN;Steel;3077;9433.000;120.000;11.600;7.520;0;  /  0;0
9610822;General Cargo Ship;6503;JUL 2011;Palau;Malakal Harbor;22ODG001;NEW PARIS SHIPPING LTD;22ODG001;T8A3792;IS;A1+A2+A3;PACIFIC SHIPBULDING;Vietnam;;3752;;113.700;10.800;;0;  /  0;1
8342375;General Cargo Ship;4518;JAN 2000;Palau;Malakal Harbor;22UDG003;New Raouf Shipping Ltd;22UDG003;T8A3815;Others;A1+A2;Guangzhou Panyu Lingshan Shipyard;China;Steel;2596;;105.500;8.800;0.000;0;2 stroke  /  1;1
8712441;Fishing Vessel;544;JAN 1988;Kenya;Mombasa;18OFA056;EAST AFRICA DEEP FISHING LTD;18OFA056;5ZZU;None Or Unclassed;A1+A2+A3;;;;0;;;;;0;  /  0;1
NA;Fishing Vessel;228.4;JAN 1963;Senegal;;21OFF011;SOPASEN;21OFF011;;None Or Unclassed;;;;Steel;0;;34.180;2.860;;0;  /  0;0
9234666;Oil Tanker;161233;FEB 2003;Panama;Panama;22IOH021;TAI RUN DA SHIPPING LIMITED;22IOH021;3E3513;LR;A1+A2+A3;Hyundai Corporation and Hyundai Heavy Industries;Korea;;110526;317972.000;333.000;30.400;22.500;0;  /  0;0
9065003;Crew Boat;135;JAN 1999;Nigeria;Lagos ;20OOE265;Ejovi Dredging & Marine Services Limited;20OOE265;5NTB2;BV;;GULFCRAFT INC.PATTERSON L.A;USA;Aluminium Alloy;40;68.800;30.600;3.000;2.100;0;4 stroke  /  2;2
8933095;General Cargo Ship;1861;JAN 1986;Palau;Malakal Harbor;10NGG026;Nika Fortune Shipping Sa.;10NGG026;T8A2041;IS;A1+A2;BORIS KIDRICH SHIPYARD;Apatin , Yugoslavia;Steel;560;2803.000;88.700;5.800;4.130;0;4 stroke  /  2;2
9189110;Oil Tanker;40037;FEB 2000;Panama;Panama;22IOH018;Nixie Marine Inc;22IOH018;3EIR6;LR;A1+A2+A3;SAMSUNG HEAVY INDUSTRIES CO. LTD.;GEOJE, SOUTH KOREA;Steel;20900;73083.000;228.500;20.200;14.000;0;2 stroke  /  1;1
8872344;General Cargo Ship;2426;JUN 1979;St Kitts & Nevis;Charlestown;21IDG003;VI-ZA STAR LTD.;21IDG003;V4IN4;RMS;A1+A2;KRASNOYARSK SHIPYARD;USSR;Steel;965;3174.000;108.400;5.000;3.260;0;4 stroke  /  2;2
8036110;General Cargo Ship;2466;JAN 1982;Panama;Panama;18NGG003;VI-ZA SUN LTD.;18NGG003;3FIZ3;IS;A1+A2;NIZHNIY, NOVOGROD;RUSSIA;Steel;988;3134.000;114.030;5.500;3.810;0;4 stroke  /  2;1
9104706;Offshore Utility Vessel;481;DEC 1994;Panama;Panama;19IJU221;SUZETTE SHIPPING INC.;19IJU221;HP7727;LR;A1;BV SCHEEPSWERF DAMEN;Holland;Steel;144;;40.000;3.200;2.300;0;4 stroke  /  2;2
9016131;General Cargo Ship;298.8;JAN 1991;Palau;Malakal Harbor;08NGG018;MidSea Shipping Line Co. Pvt Ltd.;08NGG018;T8A2085;EM;A1+A2+A3;Imura Zosen K.K.;Komatsushima, Tokushima, Japan;Steel;82;600.000;45.600;5.000;3.220;0;4 stroke  /  1;1
8889983;General Cargo Ship;298;AUG 1995;Palau;Malakal Harbor;13NGG112;MidSea Shipping Line Co. Pvt Ltd.;13NGG112;T8A2515;EM;A1+A2+A3;KANEKO SHIPYARD;JAPAN;Steel;126;;52.070;4.950;3.300;0;4 stroke  /  1;1
9229996;Bulk Carrier;22654;NOV 2003;Palau;Malakal Harbor;23IBA018;NJ TRUST MARINE LTD.;23IBA018;T8A4034;GL;A1+A2+A3;;;;12073;37180.000;199.900;15.300;11.270;0;  /  0;0
9229984;Bulk Carrier;22654;JUN 2002;Palau;Malakal Harbor;23IBA017;NJ TRUST MARINE LTD.;23IBA017;T8A4012;GL;A1+A2+A3;;;;12073;37058.000;199.900;15.300;11.270;0;  /  0;0
9229972;Bulk Carrier;22654;FEB 2002;Palau;Malakal Harbor;23IBA019;NJ TRUST MARINE LTD.;23IBA019;T8A3924;GL;A1+A2+A3;;;;12073;37372.000;199.910;15.300;11.290;0;  /  0;0
9241102;Oil Tanker;161306;JAN 2003;Djibouti;Djibouti;23IOA008;Trident Tenacity Limited;23IOA008;J2GI;CRS;A1+A2+A3;SAMHO HEAVY INDUSTRIES C0, LTD - SAMHO EUP - YEONGAM;SOUTH KOREA;Steel;110518;319012.000;332.990;27.800;22.520;0;2 stroke  /  1;1
7708417;Palletised Cargo Ship;1927;JUL 1979;Palau;Malakal Harbor;23IDY001;Libya Trading Co;23IDY001;T8A4365;PRS;A1+A2;Sing Koon Seng Pte Ltd;Singapore;Steel;754;2080.000;84.990;6.500;4.400;0;4 stroke  /  1;1
8719102;Chemical Tanker;2160;JUN 1992;Guinea-Bissau;Port of Bissau;23SCD001;FONNSHIP AS;23SCD001;J5AE9;Others;A1+A2+A3;Sava Shipyard Macvar;Serbia;Steel;1009;3665.000;74.930;8.600;6.990;0;4 stroke  /  1;1
9175822;General Cargo Ship;5002;OCT 1997;Palau;Malakal Harbor;22IDG005;HAYA MARITIME COMPANY LTD;22IDG005;T8A3869;NK;A1+A2+A3;Higaki shipbuiding Co. Ltd;JAPAN;Steel;3188;8595.000;100.740;9.800;7.800;0;  /  0;0
9124213;General Cargo Ship;6113;JAN 1995;Palau;Malakal Harbor;22UDG006;NORDEA SHIPPING CO. - MAJURO;22UDG006;T8A3906;PMDS;A1+A2+A3;NISHI SHIPBUILDING CO.,LTD. ;JAPAN;Steel;3507;9601.400;100.640;13.000;8.800;0;  /  0;1
9252979;Oil Tanker;56203;JUN 2003;Panama;Panama;21IOH004;SR NAVIGATION S.A;21IOH004;3EUO3;LR;A1+A2+A3;Sumitomo Heavy Industries Ltd;Japan;Steel;32082;105250.000;230.670;21.300;14.870;0;  /  0;0
8200565;Livestock Carrier;7087;MAR 1983;Panama;Panama;20IOM252;Northstar Livestock Shipping Ltd;20IOM252;3FSG2;NK;A1+A2+A3;Tsuneishi Shipbuilding Co, Ltd;Japan;Steel;2126;2540.000;99.990;13.070;5.710;0;4 stroke  /  1;1
8318233;Anchor handling tug supply;1147;AUG 1991;St Kitts & Nevis;Basseterre;19IEH394;Durmast Enterprises Limited;19IEH394;V4ZS3;BV;A1+A2+A3;Southern Ocean Shipbuilding Co Pte Ltd;Singapore;Steel;344;;57.540;5.500;;0;  /  0;2
