IMO Number;Type of Vessel;Gross Tonnage;Year of Built;Flag;Port of Registry;INTLREG Class ID;Owner;Representatives;Call Sign;Classification;Areas in which ship is certified;Ship Builders;Place of Built;Hull Material;Net Tonnage;Deadweight;Length (m);Depth (m);Draft (m);Passengers No.;Engine Type/ No of Engines;Number of Shaft
NA;Self Elevating Drilling Unit;35;NOV 2020;Palau;Malakal Harbor;21SEB001;Go Shipping & Management Inc;21SEB001;T8A3555;Others;A1;Astilleros Blascar A Grana S.L;Spain;Steel;11;;13.410;2.000;1.500;0;  /  0;0
NA;Pleasure Yacht;134.06;JAN 2002;Palau;Malakal Harbor;08NXY011;TAN YEOW CHUAN;08NXY011;T8A2457;IS;;Dragon Yacht Co., Ltd.;Taiwan;Reinforced Plastic;40;;27.900;3.150;;0;4 stroke  /  1;3
7614264;Tug;574;JAN 1944;Nigeria;Lagos ;15NWT018;J Marine Logistics Limited;15NWT018;5OOH;IS;A1+A2;MARLETTA MANUFACTURING COMPANY;USA;Steel;172;;42.980;5.730;4.970;0;2 stroke  /  2;2
9381213;Bulk Carrier;39738;JAN 2007;Panama;Panama;22IBA004;SR NAVIGATION S.A;22IBA004;3EIN4;NK;A1+A2+A3;Imambari Shipbuilding Co Ltd;Japan;Steel;25754;76596.000;217.970;19.500;14.120;0;  /  0;0
NA;Pleasure Yacht;183;JAN 1962;Panama;Panama;20OXY323;Monte Nero Maritime SA;20OXY323;HO-9538;None Or Unclassed;A1;Austin & Pickersgill;UK;Steel;54;;28.800;4.990;4.090;0;  /  0;0
8682737;Tug;128;JAN 1976;Colombia;Cartagena;19NYT179;SERVICIOS PORTUARIOS SAS (SERPORT SAS);19NYT179;HKHE5;IS;A1;Marine Fabrication INC - USA;USA;Steel;75;330.000;29.390;3.170;2.570;0;2 stroke  /  2;2
9646120;Supply Boat/Vessel;125;JAN 2013;Panama;Panama;11IYI007;Arab Canadian Shipping Agency;11IYI007;HP8193;RINA;A1+A2;;;;0;;;;;0;  /  0;2
7417159;Offshore Tug/Supply Vessel;1022;JUN 1975;Guyana;Georgetown;19OET010;Global Commercial Import And Transport Inc.;19OET010;8R-TU;Others;A1;Halter Marine Inc.;USA;Steel;306;927.000;71.620;5.180;0.870;6;2 stroke  /  1;0
8129450;Oil Tanker;1734;JAN 1983;Guyana;Georgetown;19OTY304;Global Commercial Import And Transport Inc.;19OTY304;8R-TZ;None Or Unclassed;A1+A2+A3;Meltem Beykoz Tersanesi;Turkey;Steel;740;2593.000;84.990;6.060;4.750;0;4 stroke  /  1;1
NA;Fishing Vessel;139.95;JAN 1969;Senegal;Port of Dakar;21UFF016;SOPASEN;21UFF016;;Others;A1+A2;;;Steel;0;;23.410;3.330;;0;  /  0;0
NA;Fishing Vessel;317;JAN 1985;Senegal;;22UFF001;Marita Shipping Agency;22UFF001;;None Or Unclassed;A1+A2;;;Steel;0;;38.100;;;0;  /  0;0
NA;Offshore Support Vessel;247;JAN 1982;St Kitts & Nevis;Basseterre;05CEO016;Blues & Blues Ltd;05CEO016;V4DW;None Or Unclassed;A1;Ironworks Inc.;Larose, Louisiana, USA;;105;;31.070;1.920;;0;  /  0;1
7900596;General Cargo Ship;9232;JUN 1981;Palau;Malakal Harbor;22SDG002;Cape Cruise Marine LTD.;22SDG002;T8A3804;Others;A1+A2+A3;KOYO DOCKYARD CO. LTD;MIHARA - JAPAN;Steel;4326;11683.000;131.230;11.600;8.320;0;--  /  1;0
7404073;Tug/Supply Vessel;648;JAN 1975;Nigeria;Lagos ;09NYT028;Juhaskon Marine Services Ltd;09NYT028;5NQL2;IS;A1+A2;Halter Marine INC.LA;United States;Steel;194;;54.860;4.270;3.700;0;4 stroke  /  2;2
7823396;Fishing Vessel;1468;JAN 1979;Palau;Malakal Harbor;23SFF001;ALBINO MORAN SHIPBROKERS;23SFF001;T8A4177;None Or Unclassed;A1+A2+A3;;USA;Steel;440;;68.130;5.560;0.000;0;  /  0;0
9030333;General Cargo Ship;3125;NOV 1991;Palau;Malakal Harbor;13NGG016;Margab Castle Maritime Company Ltd. - Charlestown;13NGG016;T8A3652;IS;A1+A2;KROEGER WERFT GMBH & CO KG;GERMANY;Steel;1619;4894.500;82.440;7.800;6.140;0;4 stroke  /  1;1
9161845;General Cargo Ship;7760;JAN 1997;Palau;Malakal Harbor;13IGG015;K-S Marine Ltd;13IGG015;T8A2707;NK;A1+A2+A3;Shin Kurushima Dockyard Co. Ltd.;Hiroshima, Japan;;2595;8739.000;105.400;;;0;  /  0;1
9278698;Oil Tanker;30636;JAN 2004;Panama;Panama;21IOH022;SR NAVIGATION S.A;21IOH022;HPTK;NK;A1+A2+A3;Shin Kurushima Dockyard Co;Japan;;11468;46383.000;180.000;19.300;11.820;0;  /  0;0
NA;Tug;75;JAN 1971;Colombia;Cartagena;19NWT260;Soluciones Integrales Ambientales De Colombia - SIACO SAS;19NWT260;HKNV2 / MC-05-258;IS;A1;;;Steel;26;;20.420;2.500;1.900;0;4 stroke  /  2;2
9023691;Passenger Ferry;138;JAN 2003;St Kitts & Nevis;Basseterre;10OPP008;M&M Transportation Services Ltd;10OPP008;V4VK;None Or Unclassed;;Construction Navale Bordeaux SA (CNB) - Bordeaux;;;77;;;;;0;  /  0;2
9597927;Supply Boat/Vessel;1678;FEB 2012;St Kitts & Nevis;Basseterre;22STS001;Amwaj Al Khair Sea Cargo LLC;22STS001;V4RE4;IS;A1;Fujian Southeast Shipyard;China;Steel;503;1330.000;59.250;6.100;4.950;0;4 stroke  /  2;2
9070072;LPG Tanker;5821;MAY 1995;St Kitts & Nevis;Basseterre;23IGB002;Coral Shipping Line Inc;23IGB002;V4BC4;RINA;A1+A2+A3;;;;1746;5632.000;115.310;11.800;6.960;0;  /  0;0
9396749;Chemical/Oil Products Tanker;30066;JUL 2008;Panama;Panama;23IOC003;Sea Trade Marine S.A;23IOC003;3E5013;DNV;;;;;13312;50696.000;183.000;19.100;13.020;0;  /  0;0
NA;Crew Utility/Supply Boat/Utility Vessel;39;JAN 2008;St Kitts & Nevis;Basseterre;07OYD003;Cast Marine Offshore Pte Ltd;07OYD003;V4VZ;None Or Unclassed;;;;;0;;;;;0;  /  0;0
NA;Crew Utility/Supply Vessel;34;SEP 2006;St Kitts & Nevis;Basseterre;02OYI001;Cast Marine Offshore Pte Ltd;02OYI001;V4KJ;None Or Unclassed;;;;;0;;;2.000;;0;  /  0;0
8111099;Fishing Vessel;373;MAR 1983;Senegal;Port of Dakar;21SFF002;SENEMER;21SFF002;6WLB;None Or Unclassed;A1+A2;;;;111;248.000;38.600;5.850;3.660;0;  /  0;0
NA;Patrol Vessel;2.63;JAN 2018;Colombia;Cartagena;20NOP116;SERVICIOS PORTUARIOS SAS (SERPORT SAS);20NOP116;;IS;;;USA;;2;;7.600;0.510;0.450;0;Other  /  2;0
8712075;Container/Ro-Ro Cargo;2279;MAR 1989;Comoros;Moroni;22SYC001;Sabeneta International Ltd;22SYC001;D6A3035;IS;A1+A2+A3;J.J.SIETAS SCHIFFSWERT;Hamburg, Germany;Steel;1002;3056.000;84.000;6.370;5.340;0;4 stroke  /  1;1
NA;Crew Utility/Supply Boat/Utility Vessel;26;DEC 1987;Bahrain;Bahrain;22ITC001;Global Remote Bahrain W.L.L;22ITC001;A9D3532;DNV GL;;AB Wico-Boat Oy;Finland;Reinforced Plastic;8;;18.760;1.000;;0;4 stroke  /  2;2
NA;Fishing Vessel;106.68;JAN 1975;Senegal;Port of Dakar;22UFF014;SOPASEN;22UFF014;;Others;A1+A2;;;Steel;0;;23.430;3.350;;0;  /  0;0
9032288;General Cargo Ship;9592;JUL 1991;Sao Tome & Principe;Sao Tome Island;23SDG001;SEA GATE LOGISTICS S.A.;23SDG001;S9A4;IS;A1+A2;SHIN KURUSHIMA AKITSU;JAPAN;Steel;3653;10290.000;121.000;13.650;7.510;0;2 stroke  /  1;1
9258997;General Cargo Ship;7576;SEP 2002;Panama;Panama;22SDG013;Serene Green Shipping Inc.;22SDG013;3E3589;IRS;A1+A2+A3;;;Steel;3855;10325.000;142.690;10.150;7.330;0;  /  0;1
9588500;Bulk Carrier;32983;JAN 2011;Cameroon;Port of Kribi;23NBA001;TIANSHAN SHIPPING PTE  LTD;23NBA001;TJM0172;IS;A1+A2+A3;JIANGSU NEW HANGTONG SHIP HEAVY INDUSTRY;JIANGSU,CHINA;Steel;19191;56876.480;189.990;18.000;12.820;0;Other  /  1;1
NA;Dredger;147;JAN 2017;Palau;Malakal Harbor;13ODD110;Prayati Shipping Pvt Ltd;13ODD110;T8A2710;Others;;QUINGZHOU JULONG ENViORMENT TECHNOLOGY CO LTD;CINA;Steel;44;;38.000;2.400;1.510;0;  /  0;0
9534080;Tug;451;JAN 2006;Panama;Panama;13IWT018;Charlie Petra Company Limited Inc.;13IWT018;HO7142;BV;;Yong Choo Kui Shipyard Sdn Bhd;Sibu, Malaysia;;0;;;;;0;  /  0;2
6806444;Chemical Tanker;21760;AUG 1968;St Kitts & Nevis;Basseterre;21ICD004;RV INTERNATIONAL DMCC;21ICD004;V4OL4;ABS;A1+A2+A3;;;;9742;35489.000;202.170;14.780;10.780;0;  /  0;1
NA;Crane Barge;731;JAN 1968;St Kitts & Nevis;Basseterre;23UNC003;Somagec Djibouti FZE;23UNC003;V4GN5;Others;A1;;Russia;;219;;40.000;3.400;3.000;0;  /  0;0
9349631;Oil Tanker;28063;JAN 2007;Panama;Panama;23IOH008;SR NAVIGATION S.A;23IOH008;3E5006;DNV;A1+A2+A3;;;;11645;45975.000;179.880;18.700;12.020;0;  /  0;0
NA;Crane Barge;546;JAN 1968;St Kitts & Nevis;Basseterre;23UNC002;Somagec Djibouti FZE;23UNC002;V4GO5;Others;A1;;;Steel;164;;40.000;2.450;;0;  /  0;0
7396587;Fishing Vessel;237;OCT 1976;Senegal;;21IFF003;HISEPEC;21IFF003;6WCG;BV;A1;;;;78;0.000;36.810;3.810;3.400;0;  /  0;0
9188623;Bulk Carrier;28073;AUG 1999;Panama;Panama;19IBB323;ASIA EURO SHIP MANAGEMENT LTD;19IBB323;3EYJ3;NK;A1+A2+A3;Ishikawajima-Harima Heavy Ind.;JAPAN;Steel;16285;;189.900;16.500;11.710;0;  /  0;0
9162916;Chemical/Oil Products Tanker;28400;OCT 1997;Comoros;;19ITN392;Sofia Shipping Ltd;19ITN392;D6A2553;LR;A1+A2+A3;Onomichi Dockyard Co Ltd;Japan;Steel;12385;;182.500;19.100;;0;  /  0;0
9108996;General Cargo Ship;6577;JUN 1995;Panama;Panama;23IDG016;STARSHELL MARINE INC.;23IDG016;3E2688;CCS;A1+A2+A3;;;;3421;10257.000;127.920;10.900;8.190;0;  /  0;0
9412361;General Cargo Ship;5372;DEC 2006;Panama;Panama;05IGG013;CITRINE SHIPPING PTE., LTD.;05IGG013;3EUK;BV;A1+A2+A3;Zhenjiang Linhai Shipbuilding Co., LTD.;Linhai, China;Steel;3008;7949.635;120.800;8.300;6.350;0;4 stroke  /  1;1
9546930;General Cargo Ship;2977;JUN 2009;Panama;Panama;13NGG019;CJK LOGISTICS (HK) LIMITED;13NGG019;3EUD3;IS;A1+A2+A3;SHANGHAI ZHONGZHOU SHIPPING CO.,LTD;SHANGHAI,CHINA;Steel;1757;4500.000;89.950;7.350;5.820;0;4 stroke  /  1;1
9016430;General Cargo Ship;2576;MAR 1991;Panama;Panama;11NGG008;YELLOW SEA SHIPPING S.A;11NGG008;HO3741;IS;A1+A2+A3;MIURA SHIPYARD CO.,LTD;SAIKI OITA,JAPAN;Steel;1290;4500.000;88.900;7.600;5.900;0;2 stroke  /  1;1
9282792;Crude Oil Tanker;59781;NOV 2004;Palau;Malakal Harbor;22IOA014;CLYDE CHARTERING Inc.;22IOA014;T8A4080;IS;A1+A2+A3;Daewoo Shipbuilding and Marine Engineering;South Korea;Steel;31164;105306.000;248.000;21.000;14.320;0;2 stroke  /  1;1
NA;Deck Loading Barge, Non-Propelled;629;OCT 2012;Tanzania;Zanzibar;13NND111;;13NND111;;IS;;;;Steel;0;1827.000;54.860;3.050;;0;  /  0;0
8017463;Offshore Tug/Supply Vessel;711;JAN 1980;Nigeria;Lagos ;06NWT003;Juhaskon Marine Services Ltd;06NWT003;5NQJ6;IS;A1+A2;QUALITY SHIPYARD LLC;USA;Steel;213;919.000;57.910;4.260;3.650;0;4 stroke  /  2;2
9340609;Offshore Support Vessel;4787;APR 2006;Palau;Malakal Harbor;21IYI004;Sparta Shipmanagement Ltd.;21IYI004;T8A3718;DNV;A1+A2+A3;;Norway;;1761;4800.000;92.950;7.700;6.300;80;  /  0;2
9175755;Oil Tanker;5997;JUN 1998;Palau;Malakal Harbor;13NTY020;PIONEER INT`L CO., LTD.;13NTY020;T8A2591;IS;A1+A2+A3;ASAKAWA SHIPBUILDING CO LTD;JAPAN;Steel;3254;10308.000;125.000;9.900;7.760;0;4 stroke  /  1;1
9527465;Anchor handling tug supply;2558;JUL 2010;Palau;Malakal Harbor;21SYA001;SADID ALSHARQ GENERAL TRADING AND CONTRACTING CO LTD.;21SYA001;T8A3666;None Or Unclassed;A1+A2+A3;TONGFANG JIANGXIN SHIPBUILDING CO. LTD.;HUKUO COUNTY, CHINA;;767;2502.000;70.500;7.200;5.900;0;Other  /  2;2
9046083;General Cargo Ship;7366;JAN 1993;Palau;Malakal Harbor;17NDG001;CONCORD NAVIGATION LTD;17NDG001;T8A3405;IS;A1+A2+A3;VARNA SHIPYARD AD,  VARNA;VARNA, BULGARIA;Steel;3614;8647.000;122.350;10.400;8.530;0;4 stroke  /  1;1
8978875;Passenger;359;DEC 1980;Ecuador;Puerto Ayora;20NPL192;KLEINTOURS;20NPL192;HC2070;IS;A1+A2;ORDERWEFT JOHANN RATHJE;Germany;Steel;133;0.000;39.000;4.100;2.000;36;4 stroke  /  2;2
8978887;Passenger;216;FEB 1963;Ecuador;Puerto Ayora;20NPL193;KLEINTOURS;20NPL193;HC2114;None Or Unclassed;A1+A2;VRIS SHIPBUILDER ;HOLLAND;Steel;65;0.000;34.880;3.270;680.000;20;4 stroke  /  2;2
9464405;Bulk Carrier;39737;JAN 2008;Panama;Panama;22IBA006;Sea Trade Marine S.A;22IBA006;3ERR6;NK;A1+A2+A3;Imabari Shipbuilding Co Ltd;Japan;Steel;25754;76596.000;217.970;;;0;  /  0;1
NA;Barge/Pontoon;278;JAN 1984;Palau;Malakal Harbor;19NNO269;Go Shipping & Management Inc;19NNO269;T8A2282;IS;A1;ENVCSHIPYARD;Portugal;Steel;260;278.000;45.360;2.230;0.990;0;  /  0;0
NA;Barge/Pontoon;690;JAN 2015;Colombia;Barranquilla;19ONO410;SERVICIOS PORTUARIOS SAS (SERPORT SAS);19ONO410;N.A / MC-03-0316-AN;Others;A1+A2;Astilleros Unidos ;Barranquilla;Steel;200;1700.000;50.500;3.450;2.930;0;  /  0;0
NA;Barge/Pontoon;899;JAN 1966;Palau;Malakal Harbor;19NNB001;KELDENE SHIPPING LTD (Limassol,Cyprus);19NNB001;T8A2977;IS;A1+A2+A3;Stab. Navali SPA;Italy;Steel;270;;39.900;3.800;3.330;0;  /  0;0
9247986;Oil Tanker;56225;FEB 2003;Panama;Panama;21OOH001;Jacob Marine Inc.;21OOH001;3E3919;None Or Unclassed;;;;;32059;105674.000;239.000;21.300;14.880;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;209;JAN 1961;Colombia;Cartagena;23NND001;SERVICIOS PORTUARIOS SAS (SERPORT SAS);23NND001;MC-05-104 / V-III-AP-N;IS;A1;;;;141;;42.000;1.720;1.500;0;  /  0;0
9251274;Crude Oil Tanker;60381;JUN 2003;Panama;Panama;23IOA007;CRUIS LIMITED;23IOA007;3E3759;DNV GL;;;;;31326;97160.000;248.000;21.000;14.300;0;  /  0;0
9202388;Chemical/Oil Products Tanker;29644;DEC 2000;Panama;Panama;22IOC005;Ascott Maritime Co Ltd;22IOC005;H3SV;NK;A1+A2+A3;Shin Kurushima Dockyard Co.,Ltd;;;10971;45286.000;179.630;19.600;12.020;0;  /  0;1
NA;Barge/Pontoon;1338;JAN 1967;St Kitts & Nevis;Basseterre;12CNO063;Tortola Barge Services Ltd;12CNO063;SKN1002348;None Or Unclassed;;Gretna Machine and Iron Works;Harvey  lOUISIANA;Steel;569;4831.000;71.930;4.480;3.640;0;  /  0;0
9084671;Chemical/Oil Products Tanker;5965;JUN 1993;Palau;Malakal Harbor;20NCD001;KRAYEM UNITED  MARITIME LTD. INC.;20NCD001;T8A3296;IRS;A1+A2+A3;Asakawa Shipbuilding Company Limite;Japan;Steel;3254;10331.000;125.000;9.900;7.760;0;2 stroke  /  1;1
7911595;General Cargo Ship;2340;OCT 1981;Palau;Malakal Harbor;22SDG009;PRIDE MARITIME LTD.;22SDG009;T8A4060;Others;A1+A2+A3;ASTILLROS DEL ATLANTICO S.A.;SPAIN;;1211;3800.000;83.550;7.550;6.050;0;--  /  1;0
NA;Fishing Vessel;295;JAN 2016;Senegal;Port of Dakar;23OFF013;SORECOM;23OFF013;;None Or Unclassed;A1;;;Steel;0;;41.090;3.080;;0;  /  0;0
NA;Fishing Vessel;280;JAN 2013;Senegal;Port of Dakar;23OFF006;SORECOM;23OFF006;;None Or Unclassed;A1;;;Steel;0;;40.390;3.900;;0;  /  0;0
NA;Landing Craft;276;JAN 1994;Oman;Sultan Qaboos;11NOL067;Island Bridge Trading & Transport Cont.;11NOL067;A4DI8;IS;A1;U.A.E;UAE;Steel;82;;46.320;2.120;1.220;12;2 stroke  /  2;2
NA;Landing Craft;392;JAN 1994;Oman;Sultan Qaboos;06COL013;Island Bridge Trading & Transport Cont.;06COL013;A4DE3;IS;A1;;Germany;Steel;64;;48.770;2.650;1.760;0;4 stroke  /  2;2
7419200;General Cargo Ship;3885;DEC 1976;Palau;Malakal Harbor;23UDG010;AFRICAN A MARINE LTD - Monrovia;23UDG010;T8A3900;DBS;A1+A2+A3;GEORG EIDES SONNER AS, HOYLANDSBYGD/ NORWAY;NORWAY;Steel;2048;6085.000;96.900;8.800;7.250;0;  /  0;1
NA;Tug;116;JAN 2000;Bahrain;Bahrain;21OYY002;AL HASSANAIN BSC CLOSED;21OYY002;A9D3186;Others;A1;STEINER SHIPYARD;UNITED STATES OF AMERICA;Steel;79;;18.950;2.900;;0;4 stroke  /  2;2
NA;Deck Loading Barge, Non-Propelled;1429;JAN 2008;Togo;Lome;21IND001;Somagec Djibouti FZE;21IND001;N/A;DNV GL;A1;P.T. NATWELL SHIPYARD;Indonesia;Steel;429;3500.000;70.100;4.270;3.380;0;  /  0;0
NA;Barge/Pontoon;3312;JAN 1966;Panama;Panama;14NNO001;SOMARA SAS;14NNO001;;IS;;KURE SHIPBUILDING & ENGINEERING CO LTD;JAPAN;Steel;993;5024.000;97.450;6.000;4.790;0;  /  0;0
8360676;General Cargo Ship;2999;FEB 2006;Togo;Lome;05UDG001;HK YILIN SHIPPING CO.,LIMITED;05UDG001;5VIT9;ZC;A1+A2+A3;Leqing jinchuan shipbuilding co.,ltd ;Zhejiang,China;Steel;1679;6749.000;96.500;7.400;5.950;0;4 stroke  /  1;1
9545144;Anchor handling tug supply;1568;APR 2009;Panama;Panama;21SYA002;Deep Cleaner Shipping Corp SA;21SYA002;HO8046;None Or Unclassed;A1+A2+A3;;;;470;1500.000;60.000;5.500;4.500;0;  /  0;0
9480825;Anchor handling tug supply;1896;OCT 2011;Palau;Malakal Harbor;17NEH018;Silver Ocean Trace SDN BHD;17NEH018;T8A2103;IS;A1+A2+A3;Sealink Engineering & Slipway Sdn Bhd ;Malaysia;Steel;568;1706.000;61.250;6.000;5.100;0;4 stroke  /  2;2
NA;Propelled Barge;10;JAN 2023;Bahrain;Bahrain;23OIP001;DELMA MARINE;23OIP001;--;None Or Unclassed;A1;;;;0;;;;;0;  /  0;0
8946810;General Cargo Ship;2805;JUN 1982;St Kitts & Nevis;Basseterre;00NGG002;Concorse Corporation;00NGG002;V4KT;IS;A1+A2;Nevskiy Sudostroitelnyy I Srz;Petrokrepost , Russia;Steel;1251;3330.000;99.900;5.300;3.700;0;4 stroke  /  1;1
9248722;Tug;448;JAN 2000;Panama;Panama;13IWT023;Delta Petra Co.;13IWT023;HO8025;IRS;A1+A2;Jiangsu Wuxi Shipyard Co Ltd;Jiangsu, China;;0;;;;;0;  /  0;2
9567843;Self Elevating Mobile Offshore Drilling Unit;5097;JAN 2010;Palau;Malakal Harbor;08IJS004;Hybridline Meridian Sdn. Bhd;08IJS004;T8A2101;IRS;;Triyards Ssy;Ho Chi Minh City, Vietnam;Steel;1528;;57.000;6.860;3.360;0;  /  0;0
8228189;Fishing Vessel;4407;JAN 1984;Namibia;Walvis Bay;13NFA024;Erongo Marine Enterprises Ltd;13NFA024;V5DB;IS;A1+A2;CHARNOMOSKIY SHIPYARD, NKOLAYEV;UKRAINE;Steel;1322;1810.000;104.500;10.200;;0;4 stroke  /  2;1
8227290;Fishing Vessel;4407;JAN 1984;Namibia;Walvis Bay;13NFA025;Erongo Marine Enterprises Ltd;13NFA025;V5RU;IS;A1+A2;CHERNOMOSKIY SHIPYARD, NIKOlAYEV;UKRAINE;Steel;1322;1810.000;104.500;10.200;;0;4 stroke  /  2;1
9134268;Container Ship;52090;MAY 1998;St Kitts & Nevis;Charlestown;23IDK008;Smart Winning Trading Limited;23IDK008;V4KS5;ABS;A1+A2+A3;Mitsubishi Heavy Industries Ltd. - Kobe;Japan;Steel;25904;55604.000;294.130;21.250;12.600;0;2 stroke  /  1;1
NA;Commercial Yacht;57;JAN 1965;St Kitts & Nevis;Basseterre;15OOB002;Island Windjammers Inc;15OOB002;V4GZ3;None Or Unclassed;A1;;;;0;;;;;0;  /  0;1
9074808;Bulk Carrier;25676;JAN 1995;Palau;Malakal Harbor;19IBB329;DIAMOND WAY MARITIME LTD.;19IBB329;T8A3314;IS;A1+A2+A3;NAMURA SHIPBUILDING CO LTD;JAPAN;Steel;13991;42529.000;184.930;16.200;11.500;0;2 stroke  /  1;1
8619455;Oil Tanker;26356;FEB 1998;St Kitts & Nevis;Basseterre;19IOH005;Holborn Shipping Inc.;19IOH005;V4ZN3;LR;A1+A2+A3;;;;0;;;;;0;  /  0;0
NA;Dredge Barge;525;JAN 1975;St Kitts & Nevis;Basseterre;10CDB051;UNION DREDGERS & MARINE CONTRACTING COMPANY FZ-LLC;10CDB051;N/A;IS;A1;ASIA PACIFIC SHIPYARD;SINGAPORE;Steel;157;;42.880;3.050;1.990;0;  /  0;0
8116178;General Cargo Ship;1516;JAN 1983;Senegal;Port of Dakar;19IGG426;Consortium Senegalais D' Activites Maritimes (COSAMA. SA);19IGG426;6WKS;DNV GL;A1+A2;A/S NORDOEVAERFLET;DENMARK;Steel;651;757.000;72.450;6.720;4.540;0;4 stroke  /  1;1
9040455;Oil Tanker;25800;NOV 1992;Panama;Panama;19OTY279;CHAMPION ENERGY LOGISTICS CO LTD;19OTY279;3EZH3;Others;A1+A2+A3;IMABARI SHIPBUILDING CO., LTD.;JAPAN;Steel;11222;41461.000;181.610;18.400;11.770;0;2 stroke  /  2;1
7915917;Fishing Vessel;1835;JAN 1979;Panama;Panama;13NFA026;Capital Property Intl. Inc.;13NFA026;3EBT3;IS;A1+A2;PETERSON BUILDERS INC. - STURGEON BASY - WISCONSIN;USA;Steel;551;1765.000;78.830;8.200;6.500;0;4 stroke  /  2;1
9118305;General Cargo Ship;4163;AUG 1998;Senegal;Port of Dakar;19IGG424;Consortium Senegalais D' Activites Maritimes (COSAMA. SA);19IGG424;6WMC;DNV GL;A1+A2+A3;TIANJIN XINGANG SHIPBUILDING HEAVY INDUSTRY CO;TIANJIN - CHINA;Steel;2007;5042.000;100.580;8.200;6.390;0;4 stroke  /  1;1
9162394;Ro-Ro Cargo Ship;8649;JUN 1997;Panama;Panama;20IRR107;DEFANG SHIPPING COMPANY LIMITED;20IRR107;3FFJ7;NK;A1+A2+A3;HONDA SHIPBUILDING CO.,LTD;;;3394;;;;;0;  /  0;0
9165695;Bulk Carrier;11453;JUL 2000;San Marino;San Marino;22IBA025;Ramio Holding Inc;22IBA025;T7QS;IS;A1+A2+A3;INP HEAVY INDUSTRIES CO LTD;Korea;Steel;6371;18901.100;144.750;12.800;9.220;0;4 stroke  /  1;1
NA;Barge/Pontoon;778;DEC 2019;Colombia;Cartagena;20SNO072;SERVICIOS PORTUARIOS SAS (SERPORT SAS);20SNO072;N.A / MC-05-0203-AN;OMCS;A1+A2;Astilleros Unidos S.A ;Barranquilla - Colombia;Steel;233;;51.500;3.350;2.800;0;  /  0;0
8682244;Supply Boat/Vessel;189.44;JAN 1981;Colombia;Cartagena;19NET314;SERVICIOS PORTUARIOS SAS (SERPORT SAS);19NET314;HKCE3 / MC-05-631;IS;A1;OFFSHORE TRAWLERS BAYOU - USA;USA;Steel;82.11;297.500;32.500;3.500;2.700;0;4 stroke  /  2;2
NA;Tug;56;JAN 1975;Bahrain;Bahrain;19OYY491;AL JAZEERA SHIPPING CO WLL;19OYY491;A9D2586;None Or Unclassed;A1+A2;Damen Shipyard;HOLLAND;;0;;;;;0;  /  0;0
9309306;Offshore Tug;1888;JAN 2004;Colombia;Cartagena;19NYO001;SERVICIOS PORTUARIOS SAS (SERPORT SAS);19NYO001;HK2969 / MC-05-631;IS;A1+A2+A3;;USA;Steel;566;;61.450;6.090;5.200;0;4 stroke  /  4;0
NA;Barge Carrier;1473.32;DEC 2021;Peru;Iquitos;22ODB001;TRANSPORTER JUPITER E.I.R.L;22ODB001;;None Or Unclassed;;NAVIERA FLUVIAL MOROCHITA SRL;IQUITOS - PERU;Steel;967.02;3649.060;78.000;4.550;3.950;0;  /  0;0
8740137;General Cargo Ship;2838;JAN 2003;Palau;Panama;13NGG027;Dazhong Shipping Co., Ltd;13NGG027;T8A2583;IS;A1+A2+A3;Wen Ling Song Men Xian Feng Ship Building and Repairing;CHINA;Steel;1589;4334.000;97.600;7.200;5.650;0;4 stroke  /  1;0
8529856;Engineering Ship;982;JAN 1986;Palau;;18NYN007;;18NYN007;T8A2972;IS;;PLA 4806 Shipyard;;Steel;294;;49.600;3.420;2.500;0;4 stroke  /  2;0
9420215;General Cargo Ship;2640;APR 2007;Panama;Panama;21IDG010;WAN CHANG SHIP MANAGEMENT LTD;21IDG010;3FUR9;CCS;A1+A2+A3;Shanghai Hua Run Da Dong Shipping Engineering Co., Ltd.;Shanghai,China;Steel;1477;3805.000;87.190;8.500;6.200;0;Other  /  1;1
NA;Fishing Vessel;45;JAN 2015;Oman;Sur;15NFF001;AL RAYAN MARINE PROJECTS;15NFF001;;IS;A1+A2;KK CRAFTS;INDIA;Steel;23;;20.800;4.360;1.500;0;Other  /  1;1
NA;Barge/Pontoon;77;OCT 2021;Bahrain;Bahrain;22ONB002;SAWARI MARINE SERVICES WLL;22ONB002;;None Or Unclassed;;;Bahrain;;0;;;;;0;  /  0;0
9102916;Offshore Support Vessel;194;FEB 1993;Colombia;Cartagena;19SYI001;GEOMARES SAS;19SYI001;HK3851  / MC-05-735;None Or Unclassed;A1+A2+A3;;;Steel;63;;30.000;3.700;2.670;0;4 stroke  /  4;0
NA;Dredger;97;AUG 2002;Colombia;Cartagena;19ODD431;Hamza Shipping Co;19ODD431;HKUKI;None Or Unclassed;;IHC Holland;;;84;164.500;19.700;2.530;1.800;0;  /  0;2
7942910;General Cargo Ship;2466;DEC 1980;Panama;Panama;18NGG018;DSK SHIPPING LTD.;18NGG018;3FXP;IS;A1+A2;KRASNOE SORMOVO, GORKIY;RUSSIA;Steel;999;3347.800;107.500;5.500;3.810;0;4 stroke  /  2;2
